MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto8;12.anticorr1.tree;12;66;0;20;0.000067;0.091368;0.091000;1545;73694;72270;0;28258;htc-cmp001;Wed Mar 22 16:41:52 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto8;10.anticorr1.tree;10;45;0;7;0.000039;0.026351;0.026000;825;27226;26700;0;8168;htc-cmp001;Wed Mar 22 16:41:53 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto8;10.anticorr2.tree;10;45;0;7;0.000038;0.044730;0.044000;1587;41125;40655;0;8011;htc-cmp001;Wed Mar 22 16:41:53 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto8;10.anticorr3.tree;10;45;0;0;0.000033;0.275098;0.275000;4453;159970;159462;0;11318;htc-cmp001;Wed Mar 22 16:41:53 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto8;12.anticorr2.tree;12;66;0;6;0.000130;1.408898;1.409000;4973;499115;497117;0;55237;htc-cmp001;Wed Mar 22 16:41:53 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto9;10.anticorr2.tree;10;45;0;4;0.000038;0.049318;0.049000;1429;40954;40482;0;8926;htc-cmp001;Wed Mar 22 16:41:54 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto9;10.anticorr1.tree;10;45;0;11;0.000046;0.025648;0.025000;1037;26847;26369;0;7045;htc-cmp001;Wed Mar 22 16:41:54 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto9;12.anticorr1.tree;12;66;0;10;0.000067;0.329926;0.329000;2211;136695;134974;0;43923;htc-cmp001;Wed Mar 22 16:41:56 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto9;12.anticorr2.tree;12;66;0;7;0.000064;0.857925;0.858000;3212;297315;295363;0;51737;htc-cmp001;Wed Mar 22 16:41:56 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto9;10.anticorr3.tree;10;45;0;0;0.000036;0.403274;0.403000;4933;175813;175301;0;11412;htc-cmp001;Wed Mar 22 16:41:56 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto9;7.anticorr2.tree;7;21;0;0;0.000023;0.001778;0.001000;678;2938;2875;0;635;htc-cmp001;Wed Mar 22 16:41:56 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto9;7.anticorr3.tree;7;21;0;0;0.000019;0.002621;0.002000;928;4485;4421;0;663;htc-cmp001;Wed Mar 22 16:41:56 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto9;7.anticorr1.tree;7;21;0;4;0.000020;0.000149;0.000000;71;310;264;0;338;htc-cmp001;Wed Mar 22 16:41:57 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto9;5.anticorr2.tree;5;10;0;0;0.000011;0.000037;0.000000;43;96;81;0;70;htc-cmp001;Wed Mar 22 16:41:57 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto9;5.anticorr3.tree;5;10;0;0;0.000011;0.000049;0.000000;82;156;138;0;74;htc-cmp001;Wed Mar 22 16:41:57 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto9;5.anticorr1.tree;5;10;0;0;0.000014;0.000050;0.000000;51;126;110;0;76;htc-cmp001;Wed Mar 22 16:41:57 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto4;7.anticorr3.tree;7;21;0;0;0.000023;0.001615;0.001000;691;3020;2956;0;651;htc-cmp001;Wed Mar 22 16:41:58 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto4;7.anticorr2.tree;7;21;0;0;0.000020;0.000913;0.000000;289;1614;1551;0;627;htc-cmp001;Wed Mar 22 16:41:58 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto4;7.anticorr1.tree;7;21;0;3;0.000026;0.000224;0.000000;87;418;368;0;344;htc-cmp001;Wed Mar 22 16:41:58 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto4;5.anticorr3.tree;5;10;0;0;0.000012;0.000053;0.000000;74;159;143;0;76;htc-cmp001;Wed Mar 22 16:41:58 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto4;5.anticorr2.tree;5;10;0;0;0.000015;0.000035;0.000000;28;84;68;0;75;htc-cmp001;Wed Mar 22 16:41:59 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto4;5.anticorr1.tree;5;10;0;0;0.000010;0.000031;0.000000;29;68;52;0;61;htc-cmp001;Wed Mar 22 16:41:59 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto4;12.anticorr1.tree;12;66;0;18;0.000071;0.237768;0.237000;1472;136529;134520;0;35223;htc-cmp001;Wed Mar 22 16:42:01 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto4;10.anticorr2.tree;10;45;0;3;0.000043;0.056909;0.056000;1242;42681;42176;0;9802;htc-cmp001;Wed Mar 22 16:42:01 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto4;10.anticorr3.tree;10;45;0;0;0.000038;0.336333;0.336000;4700;164131;163619;0;11220;htc-cmp001;Wed Mar 22 16:42:01 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto4;10.anticorr1.tree;10;45;0;9;0.000063;0.010656;0.010000;702;13172;12750;0;6711;htc-cmp001;Wed Mar 22 16:42:01 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto4;12.anticorr2.tree;12;66;0;9;0.000065;0.665365;0.665000;2095;264086;261966;0;54678;htc-cmp001;Wed Mar 22 16:42:01 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto3;7.anticorr3.tree;7;21;0;0;0.000020;0.001202;0.001000;525;2409;2347;0;635;htc-cmp001;Wed Mar 22 16:42:01 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto3;7.anticorr2.tree;7;21;0;0;0.000026;0.000571;0.000000;160;1071;1010;0;600;htc-cmp001;Wed Mar 22 16:42:02 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto9;12.anticorr3.tree;12;66;0;0;0.000053;6.326710;6.329000;7693;1341571;1339520;0;66109;htc-cmp001;Wed Mar 22 16:42:02 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto3;7.anticorr1.tree;7;21;0;2;0.000022;0.000498;0.000000;148;968;906;0;570;htc-cmp001;Wed Mar 22 16:42:02 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto3;5.anticorr3.tree;5;10;0;0;0.000013;0.000048;0.000000;63;137;121;0;73;htc-cmp001;Wed Mar 22 16:42:02 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto8;12.anticorr3.tree;12;66;0;0;0.000053;9.023348;9.026000;13561;1917529;1915480;0;65396;htc-cmp001;Wed Mar 22 16:42:02 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto3;5.anticorr2.tree;5;10;0;0;0.000013;0.000045;0.000000;45;99;84;0;70;htc-cmp001;Wed Mar 22 16:42:02 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto3;5.anticorr1.tree;5;10;0;2;0.000012;0.000019;0.000000;15;41;27;0;48;htc-cmp001;Wed Mar 22 16:42:03 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto9;15.anticorr1.tree;15;105;0;41;0.000137;7.132073;7.134000;2328;1541340;1524289;0;424943;htc-cmp001;Wed Mar 22 16:42:03 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto8;15.anticorr1.tree;15;105;0;38;0.000139;11.719653;11.723000;4296;1919417;1904544;0;402977;htc-cmp001;Wed Mar 22 16:42:05 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto4;12.anticorr3.tree;12;66;0;0;0.000053;5.494290;5.496000;8444;1283209;1281159;0;64067;htc-cmp001;Wed Mar 22 16:42:06 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto3;12.anticorr1.tree;12;66;0;11;0.000066;0.451325;0.451000;2202;191435;189638;0;44468;htc-cmp001;Wed Mar 22 16:42:07 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto3;10.anticorr3.tree;10;45;0;0;0.000056;0.217335;0.217000;3252;114907;114395;0;11030;htc-cmp001;Wed Mar 22 16:42:08 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto3;10.anticorr2.tree;10;45;0;3;0.000044;0.065819;0.065000;1704;47914;47421;0;9643;htc-cmp001;Wed Mar 22 16:42:08 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto3;10.anticorr1.tree;10;45;0;8;0.000043;0.013026;0.013000;644;15043;14602;0;7060;htc-cmp001;Wed Mar 22 16:42:08 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto3;12.anticorr2.tree;12;66;0;11;0.000067;0.443885;0.444000;2681;214295;212358;0;47612;htc-cmp001;Wed Mar 22 16:42:09 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto1;10.anticorr2.tree;10;45;0;2;0.000040;0.063718;0.063000;1329;48994;48451;0;10421;htc-cmp001;Wed Mar 22 16:42:09 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto1;10.anticorr1.tree;10;45;0;4;0.000043;0.036847;0.036000;1085;31029;30540;0;9115;htc-cmp001;Wed Mar 22 16:42:10 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto4;15.anticorr1.tree;15;105;0;35;0.000143;10.383492;10.386000;3465;1927090;1912371;0;404773;htc-cmp001;Wed Mar 22 16:42:11 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto1;10.anticorr3.tree;10;45;0;1;0.000050;0.179018;0.178000;2470;105113;104582;0;10793;htc-cmp001;Wed Mar 22 16:42:11 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto1;12.anticorr1.tree;12;66;0;12;0.000067;0.395389;0.395000;2724;179680;178079;0;38491;htc-cmp001;Wed Mar 22 16:42:12 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto3;12.anticorr3.tree;12;66;0;0;0.000073;7.210703;7.213000;11291;1502098;1500060;0;66061;htc-cmp001;Wed Mar 22 16:42:13 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto1;12.anticorr2.tree;12;66;0;8;0.000079;1.320513;1.321000;3545;452839;450768;0;55723;htc-cmp001;Wed Mar 22 16:42:13 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto1;15.anticorr1.tree;15;105;0;30;0.000181;6.263161;6.264000;5247;1277776;1265653;0;374735;htc-cmp001;Wed Mar 22 16:42:16 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto3;15.anticorr1.tree;15;105;0;32;0.000148;17.457054;17.462000;4975;2774681;2756803;0;497228;htc-cmp001;Wed Mar 22 16:42:21 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto4;15.anticorr2.tree;15;105;0;16;0.000154;38.692470;38.701000;10299;5078230;5063447;0;591649;htc-cmp001;Wed Mar 22 16:42:38 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto1;7.anticorr2.tree;7;21;0;1;0.000022;0.000857;0.000000;285;1607;1542;0;616;htc-cmp001;Wed Mar 22 16:42:39 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto1;7.anticorr1.tree;7;21;1;4;0.000022;0.000131;0.000000;95;305;276;0;208;htc-cmp001;Wed Mar 22 16:42:39 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto1;7.anticorr3.tree;7;21;0;0;0.000019;0.001617;0.001000;588;2973;2909;0;666;htc-cmp001;Wed Mar 22 16:42:39 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto1;17.anticorr1.tree;17;136;0;53;0.000282;36.736371;36.745000;3415;5432802;5382267;0;1472156;htc-cmp001;Wed Mar 22 16:42:53 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto1;5.anticorr1.tree;5;10;0;1;0.000015;0.000033;0.000000;18;56;41;0;63;htc-cmp001;Wed Mar 22 16:42:53 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto1;5.anticorr3.tree;5;10;0;0;0.000012;0.000043;0.000000;56;129;113;0;74;htc-cmp001;Wed Mar 22 16:42:54 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto1;5.anticorr2.tree;5;10;0;0;0.000013;0.000039;0.000000;40;92;76;0;67;htc-cmp001;Wed Mar 22 16:42:54 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto1;12.anticorr3.tree;12;66;0;0;0.000055;5.258628;5.260000;6780;1266598;1264546;0;64948;htc-cmp001;Wed Mar 22 16:42:59 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto10;7.anticorr3.tree;7;21;0;0;0.000029;0.002221;0.002000;631;3450;3386;0;652;htc-cmp001;Wed Mar 22 16:43:00 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto10;7.anticorr1.tree;7;21;0;1;0.000021;0.000310;0.000000;89;599;520;0;552;htc-cmp001;Wed Mar 22 16:43:00 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto10;5.anticorr3.tree;5;10;0;0;0.000013;0.000049;0.000000;67;146;129;0;76;htc-cmp001;Wed Mar 22 16:43:00 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto10;5.anticorr2.tree;5;10;0;0;0.000013;0.000029;0.000000;28;66;51;0;64;htc-cmp001;Wed Mar 22 16:43:01 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto10;5.anticorr1.tree;5;10;0;0;0.000014;0.000044;0.000000;47;113;95;0;72;htc-cmp001;Wed Mar 22 16:43:01 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto10;12.anticorr2.tree;12;66;0;3;0.000074;1.755868;1.757000;5209;545273;543252;0;58689;htc-cmp001;Wed Mar 22 16:43:03 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto10;10.anticorr2.tree;10;45;0;3;0.000053;0.092141;0.091000;1955;63055;62523;0;10136;htc-cmp001;Wed Mar 22 16:43:04 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto10;10.anticorr1.tree;10;45;0;4;0.000046;0.050440;0.050000;2156;37871;37428;0;7728;htc-cmp001;Wed Mar 22 16:43:04 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto10;12.anticorr1.tree;12;66;0;18;0.000090;0.272658;0.272000;1638;148148;146309;0;38948;htc-cmp001;Wed Mar 22 16:43:04 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto10;10.anticorr3.tree;10;45;0;0;0.000036;0.186337;0.186000;2283;100993;100479;0;11155;htc-cmp001;Wed Mar 22 16:43:05 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto3;15.anticorr2.tree;15;105;0;16;0.000117;88.803015;88.818000;12680;9193744;9178157;0;645194;htc-cmp001;Wed Mar 22 16:43:33 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto9;15.anticorr2.tree;15;105;0;7;0.000106;98.664345;98.684000;11836;9398012;9381833;0;733319;htc-cmp001;Wed Mar 22 16:43:33 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto4;17.anticorr1.tree;17;136;0;46;0.000202;185.170393;185.191000;11295;14428445;14380427;0;1986902;htc-cmp001;Wed Mar 22 16:45:04 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto1;15.anticorr2.tree;15;105;0;12;0.000113;188.037882;188.070000;17062;14154122;14137769;0;704083;htc-cmp001;Wed Mar 22 16:45:21 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto3;17.anticorr1.tree;17;136;0;27;0.000187;248.036344;248.057000;9726;18529504;18468130;0;2773043;htc-cmp001;Wed Mar 22 16:46:11 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto10;15.anticorr1.tree;15;105;0;33;0.000135;15.561563;15.566000;4604;2579671;2564191;0;494591;htc-cmp001;Wed Mar 22 16:46:28 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto10;12.anticorr3.tree;12;66;0;0;0.000056;6.455918;6.459000;7818;1378293;1376244;0;65678;htc-cmp001;Wed Mar 22 16:46:35 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto10;7.anticorr2.tree;7;21;0;1;0.000022;0.000645;0.000000;220;1238;1173;0;591;htc-cmp001;Wed Mar 22 16:46:35 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto2;7.anticorr3.tree;7;21;0;0;0.000020;0.002177;0.002000;684;3729;3664;0;657;htc-cmp001;Wed Mar 22 16:46:36 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto2;7.anticorr2.tree;7;21;0;1;0.000022;0.000667;0.000000;211;1249;1187;0;594;htc-cmp001;Wed Mar 22 16:46:36 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto2;7.anticorr1.tree;7;21;0;4;0.000022;0.000366;0.000000;103;694;627;0;474;htc-cmp001;Wed Mar 22 16:46:36 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto2;5.anticorr3.tree;5;10;0;0;0.000012;0.000052;0.000000;82;155;139;0;76;htc-cmp001;Wed Mar 22 16:46:36 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto2;5.anticorr1.tree;5;10;0;1;0.000013;0.000024;0.000000;18;53;36;0;67;htc-cmp001;Wed Mar 22 16:46:37 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto2;5.anticorr2.tree;5;10;0;0;0.000012;0.000049;0.000000;56;128;112;0;75;htc-cmp001;Wed Mar 22 16:46:37 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto10;17.anticorr1.tree;17;136;0;44;0.000195;223.901278;223.923000;11117;20754684;20694827;0;2297573;htc-cmp001;Wed Mar 22 16:47:18 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto10;15.anticorr2.tree;15;105;0;12;0.000146;136.805049;136.829000;12794;11596360;11580018;0;724167;htc-cmp001;Wed Mar 22 16:47:38 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto8;15.anticorr3.tree;15;105;0;0;0.000104;345.798389;345.848000;21376;26851400;26834993;0;810136;htc-cmp001;Wed Mar 22 16:47:39 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto9;15.anticorr3.tree;15;105;0;1;0.000090;358.366144;358.431000;20893;27828966;27812547;0;825076;htc-cmp001;Wed Mar 22 16:47:53 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto3;15.anticorr3.tree;15;105;0;0;0.000091;370.372025;370.416000;23757;28678377;28661992;0;830926;htc-cmp001;Wed Mar 22 16:48:14 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto4;15.anticorr3.tree;15;105;0;2;0.000096;374.425199;374.470000;23791;29673612;29657238;0;809337;htc-cmp001;Wed Mar 22 16:48:14 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto2;12.anticorr3.tree;12;66;0;0;0.000057;6.398287;6.401000;11023;1471174;1469122;0;65789;htc-cmp001;Wed Mar 22 16:48:21 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto2;12.anticorr1.tree;12;66;0;9;0.000085;0.429032;0.429000;2202;200431;198197;0;48597;htc-cmp001;Wed Mar 22 16:48:22 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto2;12.anticorr2.tree;12;66;0;6;0.000086;1.860308;1.861000;4425;577834;575770;0;56919;htc-cmp001;Wed Mar 22 16:48:24 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto2;10.anticorr2.tree;10;45;0;2;0.000054;0.106216;0.106000;2092;67699;67186;0;10036;htc-cmp001;Wed Mar 22 16:48:25 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto2;10.anticorr1.tree;10;45;0;5;0.000041;0.024571;0.024000;1370;24669;24250;0;7650;htc-cmp001;Wed Mar 22 16:48:26 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto2;10.anticorr3.tree;10;45;0;0;0.000040;0.324462;0.324000;3814;144197;143677;0;11230;htc-cmp001;Wed Mar 22 16:48:27 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto2;15.anticorr2.tree;15;105;0;13;0.000117;70.372010;70.387000;9817;7775463;7759679;0;654601;htc-cmp001;Wed Mar 22 16:48:50 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto2;15.anticorr1.tree;15;105;0;33;0.000133;44.043312;44.051000;7841;4950708;4934356;0;533393;htc-cmp001;Wed Mar 22 16:48:58 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto1;15.anticorr3.tree;15;105;0;0;0.000107;442.883233;442.925000;27598;32963035;32946645;0;832825;htc-cmp001;Wed Mar 22 16:49:36 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto9;17.anticorr1.tree;17;136;0;46;0.000197;503.141561;503.179000;11664;30924618;30858686;0;2660147;htc-cmp001;Wed Mar 22 16:50:17 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto1;17.anticorr2.tree;17;136;0;26;0.000205;505.392902;505.438000;17871;37857213;37794335;0;3172748;htc-cmp001;Wed Mar 22 16:50:47 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto10;15.anticorr3.tree;15;105;0;0;0.000091;363.215888;363.273000;20788;29153152;29136751;0;811488;htc-cmp001;Wed Mar 22 16:51:08 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto3;17.anticorr2.tree;17;136;0;30;0.000204;686.604373;686.680000;14020;46890422;46826082;0;3199883;htc-cmp001;Wed Mar 22 16:53:30 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto2;17.anticorr1.tree;17;136;0;43;0.000201;417.421061;417.458000;12404;27048493;26983746;0;2691979;htc-cmp001;Wed Mar 22 16:54:16 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto2;15.anticorr3.tree;15;105;0;0;0.000092;397.121603;397.180000;21747;31301664;31285213;0;827080;htc-cmp001;Wed Mar 22 16:54:16 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto9;17.anticorr2.tree;17;136;0;24;0.000169;856.171452;856.033000;19450;55060407;54995717;0;3359361;htc-cmp001;Wed Mar 22 16:56:10 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto10;17.anticorr2.tree;17;136;0;23;0.000167;761.965654;762.077000;21269;54870085;54805167;0;3282627;htc-cmp001;Wed Mar 22 16:56:15 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto4;17.anticorr2.tree;17;136;0;17;0.000167;985.035464;985.158000;20722;62571759;62506006;0;3533822;htc-cmp001;Wed Mar 22 16:58:24 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto2;17.anticorr2.tree;17;136;0;21;0.000162;897.777374;897.882000;17382;58457763;58393268;0;3488188;htc-cmp001;Wed Mar 22 17:01:35 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto3;17.anticorr3.tree;17;136;0;1;0.000136;2098.855740;2099.025000;27509;135277344;135211808;0;4229809;htc-cmp001;Wed Mar 22 17:17:02 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto2;17.anticorr3.tree;17;136;0;1;0.000132;1963.831356;1963.979000;27663;132326018;132260381;0;4183305;htc-cmp001;Wed Mar 22 17:20:38 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto4;17.anticorr3.tree;17;136;0;1;0.000128;2548.749777;2549.044000;26242;155137914;155072303;0;4246381;htc-cmp001;Wed Mar 22 17:24:28 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto10;17.anticorr3.tree;17;136;0;2;0.000126;3443.145791;3443.466000;36450;201104568;201039004;0;4199745;htc-cmp001;Wed Mar 22 17:40:29 2023
MultiPrim;3DIM;SANTOS;GrafosCompletos;Conjunto1;17.anticorr3.tree;17;136;0;1;0.000129;3983.446241;3983.805000;31473;209693808;209628243;0;4283908;htc-cmp001;Wed Mar 22 17:49:04 2023
